Id,SalePrice
1461,121324.90704939722
1462,152444.64615389635
1463,168120.78361990413
1464,180246.77224693497
1465,201286.76950537285
1466,172256.15473121344
1467,162844.35629252816
1468,166170.93367294234
1469,193160.81020681703
1470,120644.58383047463
1471,196680.7040791007
1472,99301.78868957672
1473,98690.76986411249
1474,147175.8498868923
1475,125509.39539984349
1476,350238.9418523065
1477,252913.84539475344
1478,297849.7340958962
1479,281254.8039099777
1480,483083.491911442
1481,319329.33769679937
1482,216477.61324708725
1483,173831.58887482682
1484,166876.47966454033
1485,187049.27027076716
1486,203781.3009708289
1487,340328.1695562751
1488,236535.86956697534
1489,202998.4395725018
1490,219550.60007360645
1491,198800.80141293243
1492,94240.36145074206
1493,183616.22692700275
1494,296680.4901734246
1495,284865.40855172
1496,230141.20775924477
1497,178666.85982703534
1498,161177.15115854633
1499,163040.72918425678
1500,157952.60001929718
1501,178388.53748525158
1502,153387.41991787057
1503,257718.25740360672
1504,247416.72427637587
1505,223698.47838750185
1506,193784.7168625413
1507,237685.0303530922
1508,199859.87962237277
1509,150568.9705729073
1510,146926.0411470403
1511,148576.3749327526
1512,175297.97282678625
1513,148556.24437794063
1514,150754.04804807194
1515,171560.56081962754
1516,155326.04720763763
1517,160812.5461368268
1518,146791.4847013021
1519,210134.00254469816
1520,135765.93449995734
1521,128605.44879321955
1522,177563.80070322097
1523,116053.72818780821
1524,114055.60418177347
1525,115960.54102742289
1526,124998.47689378455
1527,101415.61951639879
1528,129366.50400966933
1529,137289.0414124208
1530,173047.83397870595
1531,132609.54572802744
1532,94063.11526202441
1533,153201.2000850955
1534,108115.48087605822
1535,131733.28103076434
1536,109530.48523514843
1537,75504.19608095834
1538,141688.35171750057
1539,193501.61324576466
1540,103085.0111569315
1541,137175.64198838567
1542,139244.11329390912
1543,178826.5677393264
1544,86387.12557945108
1545,120505.88629375589
1546,142398.90069311575
1547,141494.2945319941
1548,128483.48455474754
1549,117709.69992364522
1550,139192.43094328663
1551,110641.71204882523
1552,137614.57467582796
1553,129348.30354228857
1554,122470.26633075476
1555,176492.41040996666
1556,114138.3150654559
1557,101265.25932020454
1558,102009.89055518461
1559,74659.0069309118
1560,147224.42484031888
1561,126510.53144353171
1562,134606.56117188462
1563,122832.19448783778
1564,159416.460834881
1565,145353.8928763678
1566,230588.30476626352
1567,78168.56580973201
1568,246126.44368460294
1569,130895.58229904994
1570,142758.13066472413
1571,121520.29335260237
1572,137735.68327439766
1573,237358.3185186764
1574,141226.48908532207
1575,213456.28728848277
1576,196140.25085713156
1577,183767.09440163895
1578,131663.29312705086
1579,138882.5091975965
1580,189093.57027628762
1581,142273.56140996402
1582,125897.30573287788
1583,280848.18408337777
1584,223899.7019821793
1585,139673.77162143876
1586,61516.068657254895
1587,106362.66091402994
1588,144030.57178360413
1589,96118.57021634832
1590,138558.54821019442
1591,102407.38124035668
1592,105759.06891477792
1593,115855.1855240159
1594,122302.24514768129
1595,128761.03096762596
1596,232625.42446559458
1597,184768.0814640429
1598,215789.62942233382
1599,180695.20064997193
1600,181046.65465868183
1601,65463.688850240396
1602,114116.84448107483
1603,65817.85871807893
1604,292625.0365285149
1605,242202.64771126877
1606,163107.99909264263
1607,168146.33837730397
1608,222077.71859231807
1609,186996.78212013864
1610,152667.0639191079
1611,147453.36891585897
1612,183091.48800990402
1613,166641.77330322497
1614,121928.35043426063
1615,81919.88087766584
1616,81919.88087766584
1617,87586.16463197567
1618,116004.90727316547
1619,132720.12030837004
1620,193933.75084933586
1621,137683.40245711902
1622,144465.367687299
1623,268661.8862386539
1624,224545.6382242163
1625,119848.27745532311
1626,179187.4915864611
1627,178513.50248680424
1628,258514.90584389176
1629,166185.85101591877
1630,321347.713126362
1631,222471.2108475916
1632,238681.69825679206
1633,166486.6529744815
1634,187467.86106953613
1635,183623.56325166093
1636,161192.30322840088
1637,183274.48581964936
1638,200727.49604149908
1639,168511.72471235765
1640,219204.09681622393
1641,171108.42472592893
1642,248922.23817061505
1643,239131.27663412876
1644,229369.80617571593
1645,185949.74915010115
1646,165828.26658887306
1647,155981.00578962182
1648,134709.86030388568
1649,140844.50680646673
1650,116419.86907439257
1651,112316.22890559987
1652,104854.77446920406
1653,104695.0877174366
1654,144621.91263666228
1655,152342.47726518003
1656,144457.0704645634
1657,148075.83642515654
1658,151709.68254195392
1659,122221.46064763133
1660,148666.60745409498
1661,427604.6206545636
1662,351079.18394580093
1663,372575.43391932367
1664,494934.68304132234
1665,301688.9584645655
1666,319595.1562885589
1667,361932.6218271781
1668,342749.3452341263
1669,304912.8674199519
1670,336733.6719443742
1671,264518.7599623919
1672,414163.4835329857
1673,298793.78368191
1674,254897.34898472906
1675,201788.48237577337
1676,213266.11321322492
1677,212668.09654284202
1678,482575.67237599194
1679,368673.55412254966
1680,323952.841929831
1681,254452.8979404511
1682,292425.53008798073
1683,201417.87000670936
1684,186163.69860660576
1685,189354.3434332641
1686,176249.82374258005
1687,181065.58859295445
1688,202129.7830847648
1689,201067.5306469376
1690,201412.06622358118
1691,194038.3280796868
1692,249237.7296932281
1693,174446.36755068353
1694,180264.28766463324
1695,161669.7939569445
1696,265544.0616554265
1697,163172.97740212982
1698,317235.40414846246
1699,332008.3536279125
1700,262187.7617253795
1701,281430.15841834346
1702,252642.54448675385
1703,245691.0733782636
1704,273855.49285771704
1705,244650.91220957943
1706,396870.341912927
1707,218473.2678423994
1708,205229.32637850466
1709,272495.8357625091
1710,228760.5985990902
1711,273699.44382874155
1712,263096.4582361418
1713,249798.21516866505
1714,221631.60012418783
1715,218887.97485767762
1716,171427.18394652495
1717,173551.63116117025
1718,135667.96594867037
1719,213012.2740091709
1720,232654.3456443233
1721,164857.8948989302
1722,127667.26588656542
1723,159009.6959397693
1724,206180.07861132058
1725,229859.71021833856
1726,184467.25181866495
1727,162390.85770693465
1728,195415.77125101897
1729,154487.78500306062
1730,139273.14806820574
1731,130281.63312628717
1732,131075.14162377047
1733,115449.97876867499
1734,128424.16335309662
1735,135094.7303958404
1736,117167.94263314728
1737,310102.202112619
1738,229794.4089673571
1739,241031.98102552645
1740,231553.94592993718
1741,195620.31127524385
1742,170653.03268011316
